SA2_MAIN16,Place,Area Alber
204011060,Seymour Surrounds,1688.8308
204011061,Upper Yarra Valley,856.2714
204011062,Yea,1474.2972
204021063,Benalla,315.3043
204021064,Benalla Surrounds,2105.3239
204021065,Rutherglen,479.8352
204021066,Wangaratta,57.5836
204021067,Wangaratta Surrounds,3587.526
204031068,Beechworth,371.3306
204031069,Bright - Mount Beauty,4253.6538
204031070,Chiltern - Indigo Valley,513.0897
204031071,Myrtleford,553.3639
204031072,Towong,6668.947
204031073,West Wodonga,153.88
204031075,Yackandandah,708.198
204031491,Baranduda - Leneva,248.809
204031492,Wodonga,30.3131
205011076,Drouin,326.806
205011077,Mount Baw Baw Region,2753.3275
205011078,Trafalgar (Vic.),501.529
205011079,Warragul,352.1791
205021080,Alps - East,2071.2834
205021081,Bairnsdale,155.0115
205021082,Bruthen - Omeo,7377.4172
205021083,Lake King,93.8744
205021084,Lakes Entrance,214.0352
205021085,Orbost,11383.7
205021086,Paynesville,417.8856
205031087,Foster,1498.8468
205031088,French Island,170.2291
205031089,Korumburra,600.6912
205031090,Leongatha,801.0085
205031091,Phillip Island,100.5731
205031092,Wilsons Promontory,481.5078
205031093,Wonthaggi - Inverloch,728.7626
205041094,Churchill,796.5231
205041095,Moe - Newborough,105.2836
205041096,Morwell,85.4861
205041098,Yallourn North - Glengarry,342.7019
205041493,Traralgon - East,108.33
205041494,Traralgon - West,41.3428
205051099,Alps - West,2955.6802
205051100,Longford - Loch Sport,1610.8491
205051101,Maffra,2532.3197
205051102,Rosedale,968.4597
205051103,Sale,45.6023
205051104,Yarram,1931.8628
206011106,Brunswick East,2.1682
206011107,Brunswick West,3.1795
206011109,Pascoe Vale South,2.9887
206011495,Brunswick - North,2.4091
206011496,Brunswick - South,2.7334
206011497,Coburg - East,3.7471
206011498,Coburg - West,3.1876
206021110,Alphington - Fairfield,2.8853
206021112,Thornbury,4.9972
206021499,Northcote - East,3.5134
206021500,Northcote - West,2.6316
206031113,Ascot Vale,3.8361
206031115,Flemington,1.5808
206031116,Moonee Ponds,4.3551
206031501,Essendon (West) - Aberfeldie,4.8886
206031502,Essendon - East,3.5543
206041117,Carlton,1.8187
206041118,Docklands,2.444
206041119,East Melbourne,2.8998
206041120,Flemington Racecourse,1.7093
206041121,Kensington (Vic.),2.147
206041124,Parkville,4.0491
206041125,South Yarra - West,1.5027
206041127,West Melbourne - Industrial,6.1992
206041503,Melbourne CBD - East,0.802
206041504,Melbourne CBD - North,0.5616
206041505,Melbourne CBD - West,1.0051
206041506,North Melbourne,2.4248
206041507,Royal Botanic Gardens Victoria,1.3511
206041508,Southbank (West) - South Wharf,0.8496
206041509,Southbank - East,0.804
206041510,West Melbourne - Residential,0.8247
206051128,Albert Park,4.6747
206051129,Elwood,2.553
206051130,Port Melbourne,2.7894
206051134,St Kilda East,2.4135
206051511,Port Melbourne Industrial,7.6426
206051512,South Melbourne,1.8897
206051513,St Kilda - Central,1.5375
206051514,St Kilda - West,2.3637
206061135,Armadale,2.1835
206061136,Prahran - Windsor,2.9053
206061138,Toorak,4.3233
206061515,South Yarra - North,1.1696
206061516,South Yarra - South,1.3475
206071139,Abbotsford,1.7405
206071140,Carlton North - Princes Hill,2.3042
206071141,Collingwood,1.2669
206071142,Fitzroy,1.3779
206071143,Fitzroy North,2.5051
206071145,Clifton Hill - Alphington,5.2089
206071517,Richmond (South) - Cremorne,4.2891
206071518,Richmond - North,1.9233
207011146,Ashburton (Vic.),2.8366
207011147,Balwyn,5.5851
207011148,Balwyn North,8.8492
207011149,Camberwell,7.2919
207011150,Glen Iris - East,5.7049
207011152,Hawthorn East,3.824
207011154,Kew East,4.0154
207011155,Surrey Hills (West) - Canterbury,5.7026
207011519,Hawthorn - North,2.4558
207011520,Hawthorn - South,3.2163
207011521,Kew - South,4.3235
207011522,Kew - West,6.2106
207021156,Bulleen,6.6711
207021157,Doncaster,8.7738
207021159,Templestowe,16.1176
207021160,Templestowe Lower,5.9386
207021424,Doncaster East - North,6.403
207021425,Doncaster East - South,4.7684
207031161,Blackburn,8.6076
207031162,Blackburn South,3.5966
207031163,Box Hill,7.0123
207031164,Box Hill North,6.2087
207031165,Burwood (Vic.),5.0392
207031166,Burwood East,4.2629
207031167,Surrey Hills (East) - Mont Albert,3.3279
208011168,Beaumaris,5.9678
208011169,Brighton (Vic.),8.2004
208011170,Brighton East,5.6083
208011171,Highett (West) - Cheltenham,5.3198
208011172,Hampton,5.6847
208011173,Sandringham - Black Rock,6.4301
208021174,Bentleigh - McKinnon,6.2242
208021176,Carnegie,3.8045
208021177,Caulfield - North,6.4189
208021178,Caulfield - South,4.7426
208021179,Elsternwick,2.8616
208021180,Hughesdale,2.0095
208021181,Murrumbeena,2.5148
208021182,Ormond - Glen Huntly,2.9371
208021426,Bentleigh East - North,4.5989
208021427,Bentleigh East - South,4.5882
208031183,Aspendale Gardens - Waterways,5.3073
208031184,Braeside,9.0819
208031185,Carrum - Patterson Lakes,5.8242
208031186,Chelsea - Bonbeach,5.423
208031187,Chelsea Heights,3.1958
208031188,Highett (East) - Cheltenham,8.7376
208031189,Edithvale - Aspendale,5.1001
208031190,Mentone,4.45
208031191,Moorabbin - Heatherton,11.6997
208031192,Moorabbin Airport,3.0755
208031193,Mordialloc - Parkdale,7.9681
208041194,Malvern - Glen Iris,6.1552
208041195,Malvern East,7.5666
209011196,Bundoora - East,4.0749
209011197,Greensborough,10.0974
209011198,Heidelberg - Rosanna,6.3717
209011199,Heidelberg West,6.6912
209011200,Ivanhoe,5.0498
209011201,Ivanhoe East - Eaglemont,4.2769
209011202,Montmorency - Briar Hill,12.0278
209011203,Viewbank - Yallambie,10.2379
209011204,Watsonia,3.7857
209021205,Kingsbury,9.0094
209021428,Preston - East,7.7457
209021429,Preston - West,3.5679
209021523,Reservoir - North East,4.788
209021524,Reservoir - North West,4.5297
209021525,Reservoir - South East,4.1783
209021526,Reservoir - South West,5.6247
209031209,Eltham,19.4882
209031210,Hurstbridge,14.8421
209031211,Kinglake,319.504
209031212,Panton Hill - St Andrews,292.1978
209031213,Plenty - Yarrambat,29.117
209031214,Research - North Warrandyte,49.7946
209031215,Wattle Glen - Diamond Creek,26.8245
209041216,Bundoora - North,4.715
209041217,Bundoora - West,2.5601
209041220,Mill Park - North,8.1362
209041221,Mill Park - South,4.9298
209041223,Thomastown,14.6852
209041224,Wallan,507.7457
209041225,Whittlesea,297.9798
209041431,Epping - East,7.7691
209041432,Epping - South,15.8714
209041433,Epping (Vic.) - West,7.3573
209041435,South Morang - North,13.7094
209041436,South Morang - South,7.7445
209041437,Wollert,53.892
209041527,Doreen - North,9.4393
209041528,Doreen - South,5.0223
209041529,Lalor - East,3.3232
209041530,Lalor - West,8.7363
209041531,Mernda - North,15.1961
209041532,Mernda - South,8.6268
210011226,Airport West,3.7194
210011227,Essendon Airport,3.3549
210011228,Keilor,17.512
210011230,Niddrie - Essendon West,2.8027
210011231,Strathmore,4.1444
210011533,Avondale Heights,5.4087
210011534,Keilor East,5.4828
210021232,Gisborne,211.057
210021233,Macedon,72.9902
210021234,Riddells Creek,83.3503
210021235,Romsey,624.7097
210031236,Coburg North,4.8779
210031237,Fawkner,5.0848
210031439,Gowanbrae,1.5225
210031440,Hadfield,3.0502
210031535,Glenroy - East,6.2473
210031536,Glenroy - West,2.6109
210031537,Oak Park,2.3533
210031538,Pascoe Vale,4.631
210041240,Sunbury,129.5487
210041539,Diggers Rest,51.8922
210041540,Sunbury - South,41.4496
210041541,Sunbury - West,37.7941
210051242,Broadmeadows,8.8268
210051243,Campbellfield - Coolaroo,18.1867
210051245,Gladstone Park - Westmeadows,13.936
210051246,Greenvale - Bulla,95.906
210051247,Meadow Heights,4.6252
210051248,Melbourne Airport,30.3848
210051250,Tullamarine,3.8595
210051441,Craigieburn - Central,3.9685
210051442,Craigieburn - North,13.3514
210051443,Craigieburn - South,11.9142
210051445,Mickleham - Yuroke,70.8359
210051542,Craigieburn - North West,1.9198
210051543,Craigieburn - West,4.089
210051544,Roxburgh Park (South) - Somerton,8.8762
210051545,Roxburgh Park - North,3.4138
211011251,Bayswater,8.0437
211011254,Knoxfield - Scoresby,15.2651
211011255,Lysterfield,18.494
211011256,Rowville - Central,8.2003
211011257,Rowville - North,4.1688
211011258,Rowville - South,9.3532
211011259,Wantirna,8.3064
211011260,Wantirna South,13.3559
211011446,Boronia,11.2631
211011447,Ferntree Gully - North,6.9851
211011448,Ferntree Gully (South) - Upper Ferntree Gully,9.1499
211011449,The Basin,5.7163
211021261,Donvale - Park Orchards,20.8028
211021262,Warrandyte - Wonga Park,45.7591
211031263,Bayswater North,9.909
211031265,Croydon Hills - Warranwood,9.492
211031266,Ringwood,9.9105
211031267,Ringwood East,9.3929
211031268,Ringwood North,4.7307
211031450,Croydon - East,8.0982
211031451,Croydon - West,6.7979
211031452,Croydon South,2.856
211041269,Forest Hill,4.0702
211041270,Mitcham (Vic.),6.6271
211041271,Nunawading,5.0785
211041272,Vermont,4.6098
211041273,Vermont South,6.184
211051274,Belgrave - Selby,55.652
211051275,Chirnside Park,22.2024
211051276,Healesville - Yarra Glen,369.5236
211051277,Kilsyth,8.2426
211051278,Lilydale - Coldstream,109.3817
211051279,Monbulk - Silvan,68.5553
211051280,Montrose,10.5431
211051281,Mooroolbark,12.5434
211051282,Mount Dandenong - Olinda,81.8993
211051283,Mount Evelyn,16.9894
211051284,Upwey - Tecoma,8.8907
211051285,Wandin - Seville,111.7555
211051286,Yarra Valley,729.7582
212011289,Emerald - Cockatoo,371.6241
212011546,Beaconsfield - Officer,33.2503
212011547,Bunyip - Garfield,365.9627
212011548,Koo Wee Rup,414.663
212011549,Pakenham - North East,18.929
212011550,Pakenham - North West,24.6776
212011551,Pakenham - South East,30.9414
212011552,Pakenham - South West,22.2782
212021293,Berwick - North,19.748
212021295,Doveton,5.1935
212021297,Hallam,8.0565
212021299,Narre Warren North,34.4086
212021453,Endeavour Hills - North,14.4746
212021454,Endeavour Hills - South,5.5873
212021455,Narre Warren - North East,4.874
212021456,Narre Warren - South West,9.3054
212021553,Berwick - South East,9.8836
212021554,Berwick - South West,4.9713
299999499,No usual address (Vic.),0
297979799,Migratory - Offshore - Shipping (Vic.),0
212031306,Lynbrook - Lyndhurst,7.3583
212031304,Cranbourne West,12.898
212031300,Cranbourne,13.027
212031303,Cranbourne South,81.662
212031308,Pearcedale - Tooradin,98.5112
212041316,Noble Park North,3.7574
212041459,Noble Park - East,3.7671
212041318,Springvale South,4.56
212041460,Noble Park - West,4.7946
212041309,Clarinda - Oakleigh South,6.3227
212041313,Dingley Village,7.2437
212041310,Clayton South,7.938
212041312,Dandenong North,9.459
212041317,Springvale,11.1052
212051323,Mount Waverley - North,6.484
212051319,Ashwood - Chadstone,6.7088
212051322,Glen Waverley - West,7.6758
212051324,Mount Waverley - South,8.7006
212051321,Glen Waverley - East,9.1645
212051326,Oakleigh - Huntingdale,10.1702
212051327,Wheelers Hill,10.4394
212051325,Mulgrave,10.7189
213011331,Delahey,3.5055
213011339,Sydenham,3.9479
213011329,Cairnlea,4.4061
213011333,Kings Park (Vic.),4.4323
213011328,Ardeer - Albion,4.5883
213011336,Sunshine,4.732
213011335,St Albans - South,6.2647
213011334,St Albans - North,6.5225
213011332,Keilor Downs,7.6597
213011337,Sunshine North,8.0239
213011338,Sunshine West,12.9688
213011340,Taylors Lakes,18.4632
213021345,Seabrook,1.6199
213021346,Williamstown,7.3463
213021344,Newport,8.8407
213021342,Altona Meadows,10.5419
213021343,Altona North,16.1844
213021341,Altona,17.6826
213031350,Seddon - Kingsville,1.6803
213031348,Footscray,4.9671
213031349,Maribyrnong,5.4934
213031352,Yarraville,5.62
213031351,West Footscray - Tottenham,5.9807
213031347,Braybrook,7.4843
213041462,Burnside Heights,1.9954
213041461,Burnside,2.552
213041360,Taylors Hill,5.9679
213041463,Caroline Springs,6.9526
213041358,Melton West,24.2021
213041359,Rockbank - Mount Cottrell,125.7609
213041353,Bacchus Marsh,196.2983
213051362,Hoppers Crossing - South,7.0114
213051467,Werribee - East,7.7569
213051466,Point Cook - South,9.4219
213051361,Hoppers Crossing - North,10.9136
213051464,Point Cook - East,19.0354
213051363,Laverton,22.2451
213051368,Werribee - South,114.0332
213051468,Werribee - West,127.6631
214011371,Frankston,11.6244
214011375,Seaford (Vic.),12.4321
214011372,Frankston North,13.2382
214011373,Frankston South,14.5603
214011376,Skye - Sandhurst,19.8152
214011370,Carrum Downs,20.308
214011374,Langwarrin,37.6199
214021381,Mount Eliza,23.2077
214021384,Rosebud - McCrae,23.7957
214021382,Mount Martha,30.2094
214021377,Dromana,45.0575
214021383,Point Nepean,67.1876
214021379,Hastings - Somers,108.8841
214021385,Somerville,117.354
214021378,Flinders,287.3793
215011388,Horsham,83.0691
215011386,Ararat,161.179
215011392,Stawell,2743.4313
215011391,St Arnaud,3008.5749
215011393,West Wimmera,5686.3869
215011394,Yarriambiack,7139.5816
215011390,Nhill Region,11042.793
215021469,Mildura - North,25.117
215021470,Mildura - South,50.9981
215021395,Irymple,88.5725
215021396,Merbein,101.7138
215021399,Red Cliffs,246.7231
215031404,Swan Hill,126.5903
215031402,Kerang,146.6076
215031403,Robinvale,181.5961
215031401,Gannawarra,3568.3246
215031400,Buloke,8068.6848
216011406,Echuca,183.9532
216011409,Rochester,351.6446
216011407,Kyabram,738.862
216011410,Rushworth,1633.8861
216011408,Lockington - Gunbower,1646.4376
216021414,Yarrawonga,94.6968
216021411,Cobram,131.7229
216021412,Moira,1498.8283
216021413,Numurkah,2320.6721
216031415,Mooroopna,39.9733
216031416,Shepparton - North,65.6581
217011422,Portland,63.985
217011421,Hamilton (Vic.),198.3369
217011420,Glenelg (Vic.),6121.4257
217011423,Southern Grampians,6562.6438
217031472,Colac,54.7344
217031471,Camperdown,98.1179
217031476,Otway,1505.8895
217031475,Corangamite - South,1805.2081
217031474,Corangamite - North,2538.3285
217041479,Warrnambool - North,62.4199
217041480,Warrnambool - South,120.1957
217041478,Moyne - West,2037.7626
217041477,Moyne - East,3275.7989
399999499,No usual address (Qld),0
397979799,Migratory - Offshore - Shipping (Qld),0
301011005,Thorneside,2.6658
301011006,Wellington Point,9.404
301011003,Birkdale,11.5988
301011001,Alexandra Hills,13.6312
301011004,Capalaba,18.8892
301011002,Belmont - Gumdale,33.1072
301021008,Ormiston,4.929
301021007,Cleveland,11.8549
301021013,Victoria Point,13.4057
301021012,Thornlands,21.6475
301021009,Redland Bay,46.8996
301021011,Sheldon - Mount Cotton,65.1972
301031015,Manly - Lota,4.1989
301031016,Manly West,4.9055
301031019,Wakerley,5.1963
301031020,Wynnum,6.1324
301031017,Murarrie,8.4389
301031018,Tingalpa,8.9263
301031021,Wynnum West - Hemmant,12.2743
301031014,Brisbane Port - Lytton,32.7859
302011025,Everton Park,4.1663
302011026,McDowall,4.3856
302011024,Carseldine,4.5456
302011023,Bridgeman Downs,9.4789
302011022,Bald Hills,13.3544
302021033,Stafford Heights,2.9088
302021028,Chermside,3.3873
302021029,Chermside West,3.4032
302021032,Stafford,3.4381
302021034,Wavell Heights,3.5792
302021030,Geebung,4.0441
302021031,Kedron - Gordon Park,5.22
302021027,Aspley,6.258
302031040,Nundah,3.6726
302031038,Northgate - Virginia,6.1268
302031037,Eagle Farm - Pinkenba,7.2339
302031035,Boondall,10.7506
302031039,Nudgee - Banyo,13.9237
302031036,Brisbane Airport,45.3241
302041043,Deagon,2.8177
302041046,Zillmere,3.7003
302041044,Sandgate - Shorncliffe,4.3474
302041045,Taigum - Fitzgibbon,6.2813
302041042,Brighton (Qld),6.4901
302041041,Bracken Ridge,8.1103
303011050,Carina Heights,3.3991
303011048,Cannon Hill,3.9524
303011049,Carina,4.3823
303011047,Camp Hill,4.5806
303011051,Carindale,10.1962
303021054,Fairfield - Dutton Park,2.079
303021058,Woolloongabba,2.4051
303021057,Holland Park West,2.566
303021052,Annerley,2.8756
303021055,Greenslopes,2.9543
303021056,Holland Park,3.2615
303021053,Coorparoo,5.3318
303021059,Yeronga,6.0917
303031061,Macgregor (Qld),2.6853
303031065,Upper Mount Gravatt,4.2122
303031066,Wishart,4.787
303031062,Mansfield (Qld),5.3088
303031063,Mount Gravatt,7.3647
303031060,Eight Mile Plains,7.6828
303031064,Rochedale - Burbank,47.3459
303041069,Robertson,1.9048
303041068,Moorooka,4.0941
303041067,Coopers Plains,4.3818
303041071,Tarragindi,4.5496
303041070,Salisbury - Nathan,9.5473
303051072,Algester,3.6903
303051075,Parkinson - Drewvale,12.6742
303051073,Calamvale - Stretton,19.7359
303051076,Rocklea - Acacia Ridge,22.4461
303051074,Pallara - Willawong,26.6981
303061079,Sunnybank,4.387
303061077,Kuraby,4.6423
303061080,Sunnybank Hills,6.4409
303061078,Runcorn,6.6898
304011085,Westlake,1.9039
304011083,Riverhills,2.1789
304011082,Middle Park - Jamboree Heights,2.6736
304011081,Jindalee - Mount Ommaney,4.8007
304011084,Seventeen Mile Rocks - Sinnamon Park,5.4184
304021089,Fig Tree Pocket,4.2808
304021090,Kenmore,5.2795
304021088,Chapel Hill,5.3985
304021086,Bellbowrie - Moggill,17.4209
304021091,Pinjarra Hills - Pullenvale,44.1902
304021087,Brookfield - Kenmore Hills,58.0413
304031097,Taringa,2.1143
304031095,Sherwood,2.2804
304031093,Corinda,2.884
304031092,Chelmer - Graceville,3.2389
304031096,St Lucia,3.4245
304031094,Indooroopilly,7.3542
304041101,Mitchelton,4.2224
304041100,Keperra,5.1925
304041098,Enoggera,9.6008
304041103,The Gap,12.2584
304041104,Upper Kedron - Ferny Grove,13.2022
304041102,Mount Coot-tha,14.5975
304041099,Enoggera Reservoir,37.694
305011107,Highgate Hill,1.21
305011111,Spring Hill,1.2432
305011106,Fortitude Valley,1.2745
305011108,Kangaroo Point,1.3389
305011112,West End,1.9654
305011110,South Brisbane,2.0166
305011109,New Farm,2.1438
305011105,Brisbane City,2.366
305021113,Balmoral,1.3831
305021116,Hawthorne,1.3864
305021115,East Brisbane,1.871
305021114,Bulimba,2.0607
305021118,Norman Park,2.2523
305021117,Morningside - Seven Hills,6.6453
305031129,Wilston,1.3878
305031119,Albion,1.5055
305031124,Hamilton (Qld),1.6387
305031127,Newmarket,1.6584
305031123,Grange,1.7881
305031120,Alderley,2.4567
305031121,Ascot,2.4681
305031125,Hendra,2.6919
305031130,Windsor,2.9152
305031122,Clayfield,2.9262
305031128,Newstead - Bowen Hills,3.0558
305031131,Wooloowin - Lutwyche,3.0848
305031126,Kelvin Grove - Herston,3.3694
305041133,Auchenflower,1.2722
305041136,Red Hill (Qld),1.69
305041135,Paddington - Milton,3.5836
305041137,Toowong,3.8829
305041134,Bardon,4.6852
305041132,Ashgrove,6.5216
310011272,Durack,4.3652
310011275,Oxley (Qld),6.9162
310011271,Darra - Sumner,7.464
310011274,Inala - Richlands,10.8743
310011276,Wacol,19.0567
310021279,Lake Manchester - England Creek,112.8254
310021281,Lowood,617.6973
310021282,Rosewood,674.5529
310021280,Lockyer Valley - East,741.5888
310021278,Esk,1889.6919
310021277,Boonah,2099.4596
310031295,Riverview,7.7848
310031286,Ipswich - Central,7.8712
310031283,Brassall,8.2062
310031293,Raceview,9.1487
310031285,Churchill - Yamanto,9.3656
310031292,North Ipswich - Tivoli,9.564
310031287,Ipswich - East,11.4813
310031284,Bundamba,17.2485
310031289,Karalee - Barellan Point,19.2137
310031291,Leichhardt - One Mile,20.2237
310031290,Karana Downs,62.1929
310031288,Ipswich - North,65.1896
310031294,Ripley,130.5657
310041298,Carole Park,4.0275
310041301,New Chum,5.9998
310041303,Springfield,6.6757
310041300,Goodna,7.8594
310041297,Camira - Gailes,9.396
310041299,Collingwood Park - Redbank,15.7435
310041304,Springfield Lakes,18.4136
310041302,Redbank Plains,19.3744
311011305,Beaudesert,1628.0297
311021309,Mount Warren Park,4.2169
311021308,Edens Landing - Holmview,6.6119
311021306,Beenleigh,7.6722
311021307,Eagleby,13.816
311021310,Wolffdene - Bahrs Scrub,27.8339
311031317,Marsden,6.9167
311031314,Crestmead,6.9677
311031312,Browns Plains,7.329
311031316,Hillcrest,9.3798
311031319,Regents Park - Heritage Park,9.385
311031318,Munruben - Park Ridge South,20.7728
311031311,Boronia Heights - Park Ridge,31.9518
311031313,Chambers Flat - Logan Reserve,36.3075
311031315,Greenbank Military Camp,40.5687
311041322,Logan Village,74.3214
311051328,Waterford West,5.9446
311051327,Shailer Park,8.0261
311051326,Loganlea,11.3071
311051323,Bethania - Waterford,12.6296
311051325,Loganholme - Tanah Merah,13.2828
311051324,Cornubia - Carbrook,37.5373
311061335,Underwood,4.1871
311061336,Woodridge,4.6699
311061331,Logan Central,5.1335
311061334,Springwood,6.1501
311061333,Slacks Creek,8.3056
311061329,Daisy Hill,8.9794
311061332,Rochedale South - Priestdale,13.0112
313011362,Beachmere - Sandstone Point,110.0959
313011363,Bribie Island,145.3506
313021368,Morayfield - East,8.523
313021366,Caboolture - South,13.9766
313021364,Burpengary - East,27.2032
313021369,Wamuran,89.386
313021367,Elimbah,101.1794
313031371,Woodford - D'Aguilar,525.0206
313031370,Kilcoy,2863.2647
313041372,Burpengary,22.3339
313041374,Morayfield,24.931
313041373,Deception Bay,31.878
313041375,Narangba,37.7086
313041376,Upper Caboolture,55.5614
313051379,Redcliffe,4.1828
313051378,Margate - Woody Point,4.2806
313051377,Clontarf,6.3079
313051380,Rothwell - Kippa-Ring,15.3908
314011385,Eatons Hill,9.1057
314011382,Albany Creek,9.7818
314011386,The Hills District,31.6238
314011383,Cashmere,45.2329
314011387,Samford Valley,166.0989
314011384,Dayboro,406.8379
314021389,Murrumba Downs - Griffin,22.5192
314031391,Bray Park,4.4865
314031393,Petrie,6.7374
314031392,Lawnton,9.2992
314031394,Strathpine - Brendale,17.8734
306011138,Brinsmead,5.1185
306011140,Freshwater - Stratford,15.1181
306011143,Yorkeys Knob - Machans Beach,21.0049
306011142,Trinity Beach - Smithfield,22.0477
306011139,Clifton Beach - Kewarra Beach,37.6377
306011141,Redlynch,59.3881
306021151,Manoora,2.2314
306021152,Manunda,4.2458
306021157,Woree,5.7346
306021145,Cairns City,6.2093
306021153,Mount Sheridan,6.7389
306021144,Bentley Park,6.8595
306021156,Whitfield - Edge Hill,6.9259
306021149,Kanimbla - Mooroobool,7.6847
306021146,Earlville - Bayview Heights,7.8621
306021155,White Rock,9.5277
306021154,Westcourt - Bungalow,9.7287
306021147,Edmonton,19.9982
306021150,Lamb Range,212.6428
306021148,Gordonvale - Trinity,327.0868
306031159,Innisfail,53.0453
306031163,Yarrabah,158.8381
306031158,Babinda,669.1832
306031162,Wooroonooran,754.2885
306031160,Johnstone,1294.6919
306031161,Tully,3065.1355
306041165,Port Douglas,189.8889
306041164,Daintree,2231.2024
306051166,Atherton,235.1883
306051170,Mareeba,480.2032
306051168,Kuranda,591.3182
306051169,Malanda - Yungaburra,1254.9789
306051167,Herberton,9566.224
307011176,Roma,78.0284
307011173,Goondiwindi,830.4585
307011172,Chinchilla,8048.7229
307011175,Miles - Wandoan,11841.615
307011178,Tara,13208.4392
307011174,Inglewood - Waggamba,17523.0601
307011171,Balonne,31104.0851
307021182,Pittsworth,1054.9292
307021180,Jondaryan,2130.3447
307021179,Crows Nest - Rosalie,3250.6881
307021181,Millmerran,4517.0062
307021183,Wambo,5700.3324
307031187,Stanthorpe,33.6495
307031189,Warwick,158.7231
307031184,Clifton - Greenmount,1263.947
307031185,Southern Downs - East,1634.5787
307031186,Southern Downs - West,2684.545
308011192,Emerald,38.982
308011190,Central Highlands - East,18635.1607
308011191,Central Highlands - West,41551.251
308031214,Park Avenue,4.9631
308031222,The Range - Allenstown,5.4954
308031205,Berserker,10.0234
308031211,Lakes Creek,16.8069
308031215,Parkhurst - Kawana,28.4079
308031208,Frenchville - Mount Archer,30.2572
308031216,Rockhampton - West,34.549
308031213,Norman Gardens,36.0392
308031207,Emu Park,40.8378
308031217,Rockhampton City,51.1683
308031223,Yeppoon,78.5558
308031210,Gracemere,153.886
308031209,Glenlee - Rockyview,208.0475
308031212,Mount Morgan,490.6655
308031206,Bouldercombe,1348.7805
308031221,Shoalwater Bay,3176.9624
308041529,Biloela,18.8932
308041528,Banana,28531.2933
308051536,Kin Kora - Sun Valley,2.6877
308051539,West Gladstone,7.0739
308051534,Gladstone,10.2312
308051533,Clinton - New Auckland,22.7815
308051538,Telina - Toolooa,23.5131
308051537,South Trees,24.1106
308051532,Callemondah,32.726
308051531,Boyne Island - Tannum Sands,122.9585
308051530,Agnes Water - Miriam Vale,3772.801
308051535,Gladstone Hinterland,6465.4026
309011229,Miami,2.9963
309011227,Mermaid Beach - Broadbeach,2.9987
309011224,Broadbeach Waters,5.3144
309011226,Burleigh Waters,6.7193
309011228,Mermaid Waters,7.0845
309011225,Burleigh Heads,8.5594
309021230,Coolangatta,1.9016
309021234,Palm Beach,6.3316
309021231,Currumbin - Tugun,7.9354
309021233,Elanora,8.8935
309021232,Currumbin Waters,9.8705
309031236,Biggera Waters,3.1748
309031238,Labrador,4.9957
309031240,Runaway Bay,5.4921
309031239,Paradise Point - Hollywell,5.6629
309031235,Arundel,9.7384
309031237,Coombabah,11.6056
309041241,Guanaba - Springbrook,303.6558
309041242,Tamborine - Canungra,524.3914
309051245,Reedy Creek - Andrews,8.0893
309051244,Mudgeeraba - Bonogin,66.6425
309051243,Currumbin Valley - Tallebudgera,114.3088
309061247,Highland Park,4.6312
309061246,Carrara,14.5909
309061249,Pacific Pines - Gaven,16.4182
309061250,Worongary - Tallai,26.0147
309061248,Nerang - Mount Nathan,61.4985
309071252,Helensvale,20.1329
309071251,Coomera,24.6574
309071256,Oxenford - Maudsland,26.857
309071253,Hope Island,55.7795
309071254,Jacobs Well - Alberton,153.7124
309081259,Clear Island Waters,4.4005
309081262,Varsity Lakes,5.9507
309081260,Merrimac,8.322
309091265,Parkwood,6.2058
309091541,Southport - South,6.6527
309091263,Ashmore,6.8308
309091264,Molendinar,7.6539
309091540,Southport - North,7.7133
309101269,Main Beach,3.4601
309101268,Bundall,3.902
309101267,Benowa,6.5536
312011337,Bowen,52.6281
312011341,Moranbah,3046.6387
312011340,Collinsville,21092.2365
312011339,Clermont,27669.8883
312011338,Broadsound - Nebo,27991.3922
312021346,Mackay,3.973
312021343,East Mackay,4.6173
312021358,West Mackay,5.7909
312021356,South Mackay,6.8909
312021355,Slade Point,8.893
312021349,North Mackay,9.6827
312021347,Mackay Harbour,10.1718
312021342,Andergrove - Beaconsfield,17.556
312021354,Shoal Point - Bucasia,17.8539
312021344,Eimeo - Rural View,22.0329
312021350,Ooralea - Bakers Creek,48.6972
312021348,Mount Pleasant - Glenella,56.2685
312021357,Walkerston - Eton,624.1894
312021351,Pioneer Valley,1184.1721
312021352,Sarina,1439.6459
312021345,Eungella Hinterland,2048.7748
312021353,Seaforth - Calen,2104.086
312031360,Cape Conway,295.3659
312031359,Airlie - Whitsundays,304.0917
312031361,Proserpine,2074.6507
315011403,Weipa,15.8036
315011402,Torres Strait Islands,490.0453
315011401,Torres,883.7402
315011399,Northern Peninsula,1052.0676
315011398,Kowanyama - Pormpuraaw,6950.6979
315011395,Aurukun,7423.9891
315011400,Tablelands,52403.018
315011397,Croydon - Etheridge,68697.1981
315011396,Cape York,112961.0033
315021405,Mount Isa,68.6964
315021406,Mount Isa Surrounds,84051.7627
315021407,Northern Highlands,108517.4844
315021404,Carpentaria,114443.5786
315031412,Longreach,40572.2442
315031409,Charleville,40699.7586
315031408,Barcaldine - Blackall,83919.902
315031411,Far South West,188751.5889
315031410,Far Central West,271272.549
316011415,Mountain Creek,7.368
316011416,Sippy Downs,14.511
316011413,Buderim - North,24.1124
316011414,Buderim - South,30.1384
316021422,Moffat Beach - Battery Hill,3.8929
